62.009	10.151	-4.0257	-14.241	-1.6348	-13.384	12.523	1.0555	3.9438	-11.065	-2.8222	-16.707	-8.552	15.261	-12.664	0.57864	1.2147	10.866	2.7904	3.5117	-7.6201	7.4822	-8.8953	-5.0539	-5.1921	-7.4656	-4.966	7.0053	6.2092	-1.6726	-6.9886	4.8712	2.9817	9.9004	-15.118	-4.0919	-0.57832	-0.45216	-3.2637	0.1684	-0.04402	-12.79	-2.6361	-7.6182	0.19653	10.199	-2.4832	2.3129	-21.016	7.0923	-2.5242	2.5058	-1.2747	6.8972	-6.362	-5.2887	0.52798	6.6295	8.62	4.0408	5.6379	-12.668	-9.4543	6.8985
10.151	51.639	-1.5725	-5.0632	-16.764	-1.1264	-11.921	0.35224	-12.086	-3.6267	10.376	-1.016	1.4838	-2.9795	0.41954	9.8757	3.2347	3.9873	-1.3112	-0.97048	-19.333	-10.129	-2.3223	-7.3829	6.3279	-8.5246	-7.9656	14.69	14.042	9.8376	-4.5693	-5.171	9.2865	-6.6671	-12.312	-13.271	5.9925	1.5154	1.2893	-11.068	-1.508	-9.6978	-0.42966	-13.781	3.347	6.5142	4.0205	-4.2438	-9.3748	15.048	-13.813	-1.933	-6.1075	-6.2468	3.3746	-3.253	-0.31213	6.7829	-7.2177	2.236	1.9075	-7.7971	-5.5048	-4.8697
-4.0257	-1.5725	60.514	-3.6286	9.9365	1.8992	2.5505	2.6878	-12.756	10.869	-6.0567	3.8398	14.776	14.209	-5.0495	-10.954	-1.3821	-0.35465	-9.9287	-1.101	4.5866	-0.49456	5.4848	-6.5392	2.4673	0.93199	6.3416	-5.5457	8.4711	-7.3173	1.1519	-13.097	-5.5359	-16.279	4.6874	6.0565	-4.7304	-4.5294	-13.275	-10.692	1.2607	8.4416	5.5963	3.1906	-1.7883	3.2507	7.5264	6.8331	-10.683	-0.62781	10.846	-0.98801	0.99385	-4.3372	-6.8084	3.9535	-5.0809	2.1618	-1.9831	10.506	2.1148	6.3035	12.068	-6.0528
-14.241	-5.0632	-3.6286	64.743	-8.6932	10.318	2.2244	-17.402	7.4839	-6.0851	10.398	14.688	-8.7144	-1.9857	2.0163	2.1458	-3.4653	1.4954	10.334	5.5606	5.9311	-6.5256	12.582	15.803	-2.0391	12.702	-8.995	-9.4882	-2.4459	10.555	-2.6739	-2.6874	-4.4793	-1.0467	9.3595	-4.7534	3.1117	-6.0497	10.102	1.8974	0.10638	-7.4527	5.4579	1.0352	3.155	-12.238	12.185	-6.0943	13.556	8.018	-9.2879	-12.04	13.016	-8.3713	8.5684	-15.596	-13.697	-0.98786	-0.46834	-13.808	-6.6835	-0.86279	-4.2461	8.2134
-1.6348	-16.764	9.9365	-8.6932	68.97	-4.0134	9.2527	18.981	-0.077917	3.281	-6.1646	-0.85454	8.6537	10.033	-1.8689	12.517	3.3314	-12.279	-9.1028	16.508	12.438	6.1529	12.611	6.0178	-15.458	-12.453	12.581	-3.6719	-21.379	-3.8872	-2.7792	13.975	6.4679	5.8082	-2.3612	-2.6773	-3.9048	-0.53616	4.9949	-0.2815	11.905	9.3537	1.8432	2.2968	-16.72	-10.611	-7.2893	1.1135	6.9091	-10.439	8.6178	6.5496	4.1271	18.313	0.54003	22.479	6.6582	-10.589	3.1028	-0.14745	3.7618	-2.186	-4.8002	3.6106
-13.384	-1.1264	1.8992	10.318	-4.0134	52.438	-7.6291	-0.52168	-7.1735	-9.0334	10.254	11.114	4.3927	-4.8026	3.8132	-0.93416	-3.2438	-0.13808	-10.509	4.9762	-6.4487	-16.296	-0.34007	11.729	-12.799	5.8097	-14.697	8.5161	-12.352	10.743	1.9214	-5.6206	-6.9912	-1.715	-0.91791	-11.593	7.9961	-6.0296	-4.6383	10.281	8.8756	3.4847	3.2178	3.3552	1.1935	-5.5579	0.42026	0.5224	10.696	-3.5005	2.6057	-5.7147	15.318	-10.6	2.3484	13.323	-0.62055	-7.2411	-5.9862	-5.9237	-7.4208	-2.5368	3.0741	-0.12021
12.523	-11.921	2.5505	2.2244	9.2527	-7.6291	57.741	-14.541	17.236	0.5825	-3.8691	-8.9323	-8.9188	-2.6137	-3.7349	-8.6293	-4.3169	0.64633	8.4099	12.685	-7.5691	3.4793	17.996	14.852	1.8292	2.3657	7.1219	-13.556	4.922	2.0294	-3.0111	14.277	8.7131	14.9	2.2901	-3.922	-8.6757	1.5586	-10.57	11.257	-14.934	-8.112	-1.5606	4.5573	-3.6194	5.2716	11.02	10.98	-6.9118	18.712	3.7027	3.1886	3.5919	-4.664	1.6698	-7.2912	2.6585	11.139	7.2013	7.4264	0.0039375	-4.2273	-8.1473	2.8783
1.0555	0.35224	2.6878	-17.402	18.981	-0.52168	-14.541	63.226	4.5268	4.6724	-15.174	-6.1627	7.8326	13.146	-0.93444	8.3514	2.0472	14.854	-6.2956	1.9416	-0.042005	6.9525	-7.1025	-2.2473	3.3068	-10.381	13.131	2.6451	-11.959	-12.2	3.3038	11.033	14.318	-7.1294	-11.745	14.87	4.1107	0.75639	17.232	-7.4875	8.742	19.954	10.146	-2.3726	-12.97	-10.139	-18.916	2.9031	-1.6368	-6.0174	8.0015	5.4613	1.6064	7.1014	9.2814	30.512	8.1265	-15.583	-4.6203	7.4124	4.6794	0.52893	12.345	2.0027
3.9438	-12.086	-12.756	7.4839	-0.077917	-7.1735	17.236	4.5268	54.88	-2.3772	-13.497	5.0541	1.8154	1.6717	-0.47063	1.8804	-2.813	-5.3324	12.038	0.16263	13.325	11.448	2.896	2.447	-2.036	-3.6115	13.69	-4.2123	4.0568	10.442	6.6907	15.754	12.038	9.6849	4.1772	7.4221	-6.5642	18.982	2.5768	12.685	-0.33326	2.149	-7.5183	-5.8725	0.7795	-5.0256	4.201	8.454	-11.812	4.6731	-3.7089	-10.573	1.2506	-0.0068707	15.773	4.1412	-2.317	4.8359	4.147	6.5499	1.0252	2.4421	-11.1	-5.7828
-11.065	-3.6267	10.869	-6.0851	3.281	-9.0334	0.5825	4.6724	-2.3772	42.011	1.53	-2.579	9.5605	-1.7748	-5.5258	7.8602	13.18	-10.111	-3.297	0.2913	2.5872	2.2834	10.744	-10.423	6.9267	4.7315	3.5765	-12.824	-7.389	-7.8766	-3.2314	-4.7077	5.8693	-6.5323	6.2956	1.1745	-17.167	-7.2866	-6.616	-10.492	2.6934	-2.6669	8.2535	1.1096	-4.6355	-2.625	-5.8283	-3.6966	8.0391	-3.1144	5.092	4.3173	7.3001	-0.34899	4.6777	3.1406	5.4712	0.94323	0.46141	-0.3965	7.6735	7.3784	9.6747	-4.8235
